Iteration	Day	Players
1 	285 	16.3333333333
1 	286 	16.2833333333
1 	287 	16.2333333333
1 	288 	16.2
1 	289 	16.15
1 	290 	16.1
1 	291 	16.0666666667
1 	292 	16.0166666667
1 	293 	15.9833333333
1 	294 	15.9333333333
1 	295 	15.9
1 	296 	15.85
1 	297 	15.8
1 	298 	15.7666666667
1 	299 	15.7166666667
1 	300 	15.6833333333
1 	301 	15.6333333333
1 	302 	15.6
1 	303 	15.5666666667
1 	304 	15.5166666667
1 	305 	15.4833333333
1 	306 	15.4333333333
1 	307 	15.4
1 	308 	15.3666666667
1 	309 	15.3166666667
1 	310 	15.2833333333
1 	311 	15.25
1 	312 	15.2
1 	313 	15.1666666667
1 	314 	15.1333333333
1 	315 	15.0833333333
1 	316 	15.05
1 	317 	15.0166666667
1 	318 	14.9833333333
1 	319 	14.9333333333
1 	320 	14.9
1 	321 	14.8666666667
1 	322 	14.8333333333
1 	323 	14.8
1 	324 	14.7666666667
1 	325 	14.7166666667
1 	326 	14.6833333333
1 	327 	14.65
1 	328 	14.6166666667
1 	329 	14.5833333333
1 	330 	14.55
1 	331 	14.5166666667
1 	332 	14.4833333333
1 	333 	14.45
1 	334 	14.4166666667
1 	335 	14.3833333333
1 	336 	14.3333333333
1 	337 	14.3
1 	338 	14.2666666667
1 	339 	14.2333333333
1 	340 	14.2166666667
1 	341 	14.1833333333
1 	342 	14.15
1 	343 	14.1166666667
1 	344 	14.0833333333
1 	345 	14.05
1 	346 	14.0166666667
1 	347 	13.9833333333
1 	348 	13.95
1 	349 	13.9166666667
1 	350 	13.8833333333
1 	351 	13.85
1 	352 	13.8333333333
1 	353 	13.8
1 	354 	13.7666666667
1 	355 	13.7333333333
1 	356 	13.7
1 	357 	13.6666666667
